,Draw Id,Date,Time,1,2,3,4,5,6
364,6488,05-11-2020,21:50:00,26,7,47,49,21,14
365,6487,03-11-2020,21:50:00,3,25,45,10,33,6
366,6486,31-10-2020,21:50:00,44,10,17,38,14,27
367,6485,29-10-2020,21:50:00,23,30,14,4,28,22
368,6484,27-10-2020,21:50:00,14,9,31,3,5,30
369,6483,24-10-2020,21:50:00,35,37,36,27,39,43
370,6482,22-10-2020,21:50:00,36,31,33,20,26,4
371,6481,20-10-2020,21:50:00,29,41,27,4,49,35
372,6480,17-10-2020,21:50:00,25,46,37,26,19,28
373,6479,15-10-2020,21:50:00,2,1,13,25,36,19
374,6478,13-10-2020,21:50:00,8,26,32,3,16,33
375,6477,10-10-2020,21:50:00,16,18,26,42,31,4
376,6476,08-10-2020,21:50:00,18,16,21,1,27,42
377,6475,06-10-2020,21:50:00,20,27,5,25,15,47
378,6474,03-10-2020,21:50:00,15,41,47,44,35,28
379,6473,01-10-2020,21:50:00,24,25,18,35,49,16
380,6472,29-09-2020,21:50:00,21,16,30,20,39,40
381,6471,26-09-2020,21:50:00,2,14,41,16,32,10
382,6470,24-09-2020,21:50:00,23,12,14,40,28,21
383,6469,22-09-2020,21:50:00,47,38,16,27,30,20
384,6468,19-09-2020,21:50:00,13,47,26,23,43,21
385,6467,17-09-2020,21:50:00,19,18,14,31,30,33
386,6466,15-09-2020,21:50:00,40,8,23,48,12,21
387,6465,12-09-2020,21:50:00,32,41,25,33,24,17
388,6464,10-09-2020,21:50:00,46,16,23,11,14,40
389,6463,08-09-2020,21:50:00,28,42,31,29,33,23
390,6462,05-09-2020,21:50:00,14,21,39,27,5,31
391,6461,03-09-2020,21:50:00,27,21,11,31,39,28
392,6460,01-09-2020,21:50:00,19,49,9,18,39,47
393,6459,29-08-2020,21:50:00,32,12,20,23,26,25
394,6458,27-08-2020,21:50:00,35,3,6,36,25,23
395,6457,25-08-2020,21:50:00,11,43,14,39,41,21
396,6456,22-08-2020,21:50:00,26,43,18,31,22,30
397,6455,20-08-2020,21:50:00,38,16,37,2,8,5
398,6454,18-08-2020,21:50:00,38,10,3,33,16,48
399,6453,15-08-2020,21:50:00,21,9,17,27,34,24
400,6452,13-08-2020,21:50:00,38,11,14,26,12,48
401,6451,11-08-2020,21:50:00,17,41,12,19,25,3
402,6450,08-08-2020,21:50:00,35,31,22,2,4,26
403,6449,06-08-2020,21:50:00,32,5,28,1,25,7
404,6448,04-08-2020,21:50:00,38,11,22,17,1,7
405,6447,01-08-2020,21:50:00,48,44,39,29,30,8
406,6446,30-07-2020,21:50:00,46,8,43,40,3,4
407,6445,28-07-2020,21:50:00,11,1,25,28,43,16
408,6444,25-07-2020,21:50:00,9,12,48,45,17,24
409,6443,23-07-2020,21:50:00,5,6,46,7,36,10
410,6442,21-07-2020,21:50:00,49,23,8,24,10,25
411,6441,18-07-2020,21:50:00,44,32,21,3,15,6
412,6440,16-07-2020,21:50:00,5,9,39,44,33,27
413,6439,14-07-2020,21:50:00,46,1,26,7,28,17
414,6438,11-07-2020,21:50:00,34,13,31,40,6,36
415,6437,09-07-2020,21:50:00,9,20,1,12,45,32
416,6436,07-07-2020,21:50:00,12,18,27,4,28,22
417,6435,04-07-2020,21:50:00,37,10,3,40,17,22
418,6434,02-07-2020,21:50:00,1,19,12,3,40,4
419,6433,30-06-2020,21:50:00,3,19,13,40,35,43
420,6432,27-06-2020,21:50:00,8,37,41,30,43,32
421,6431,25-06-2020,21:50:00,42,35,41,43,48,49
422,6430,23-06-2020,21:50:00,9,25,1,48,41,42
423,6429,20-06-2020,21:50:00,3,14,49,41,45,37
424,6428,18-06-2020,21:50:00,7,10,9,46,30,15
425,6427,16-06-2020,21:40:00,36,4,17,11,30,23
426,6426,13-06-2020,21:40:00,16,27,31,4,25,46
427,6425,11-06-2020,21:40:00,6,49,8,9,44,23
428,6424,09-06-2020,21:40:00,38,47,49,23,7,15
429,6423,06-06-2020,21:40:00,17,4,30,47,43,25
430,6422,04-06-2020,21:40:00,37,17,19,31,2,4
431,6421,02-06-2020,21:40:00,49,39,11,19,47,48
432,6420,30-05-2020,21:40:00,43,12,39,15,16,38
433,6419,28-05-2020,21:40:00,35,4,16,12,34,26
434,6418,26-05-2020,21:40:00,14,21,24,9,27,20
435,6417,23-05-2020,21:40:00,16,27,19,15,10,38
436,6416,21-05-2020,21:40:00,43,28,4,37,38,3
437,6415,19-05-2020,21:40:00,15,30,45,12,19,47
438,6414,16-05-2020,21:40:00,1,38,30,17,31,9
439,6413,14-05-2020,21:40:00,43,37,46,23,6,41
440,6412,12-05-2020,21:40:00,1,46,18,34,38,27
441,6411,09-05-2020,21:40:00,36,28,8,40,37,32
442,6410,07-05-2020,21:40:00,7,29,1,3,35,17
443,6409,05-05-2020,21:40:00,29,49,28,21,39,45
444,6408,02-05-2020,21:40:00,42,44,11,25,38,16
445,6407,30-04-2020,21:40:00,17,23,26,32,30,10
446,6406,28-04-2020,21:40:00,38,44,13,23,24,9
447,6405,25-04-2020,21:40:00,3,19,13,40,42,25
448,6404,23-04-2020,21:40:00,1,20,49,3,39,47
449,6403,21-04-2020,21:40:00,16,20,11,1,10,21
450,6402,18-04-2020,21:40:00,38,32,33,1,44,22
451,6401,16-04-2020,21:40:00,6,36,23,2,7,49
452,6400,14-04-2020,21:40:00,21,43,8,33,15,9
453,6399,11-04-2020,21:40:00,45,27,37,41,14,19
454,6398,09-04-2020,21:40:00,26,37,3,14,13,38
455,6397,07-04-2020,21:40:00,26,38,21,15,43,33
456,6396,04-04-2020,21:40:00,10,30,6,33,48,8
457,6395,02-04-2020,21:40:00,30,1,27,11,22,16
458,6394,31-03-2020,21:40:00,11,6,42,17,49,22
459,6393,28-03-2020,21:40:00,38,7,21,33,23,29
460,6392,26-03-2020,21:40:00,5,45,18,23,2,19
461,6391,24-03-2020,21:40:00,13,26,40,8,20,14
